date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-05-15,2026-05-15T18:22:00,NY Civic Monitor,Monroe County regional employers highlight training needs around automation as investment grows,"NY Civic Monitor notes that AI / tech jobs narratives in Western NY are being repeated across local news coverage, with Monroe County residents emphasizing investment.",https://example.com/operational-demo/00735,AI / tech jobs,Monroe County; Western NY,Monroe County; Western NY,local news,nycivicmonitor.example,English,True
2026-05-15,2026-05-15T17:27:00,Queens Community Post,Queens families describe grocery and utility pressure as solution grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Queens residents emphasizing solution.",https://example.com/operational-demo/00100,affordability / cost of living,Queens; NYC,Queens; NYC,public radio,queenscommunitypost.example,English,True
2026-05-15,2026-05-15T17:23:00,Empire State Ledger,Brooklyn residents ask for concrete cost-of-living plans as pressure grows,"Empire State Ledger notes that affordability / cost of living narratives in NYC are being repeated across policy newsletter coverage, with Brooklyn residents emphasizing pressure.",https://example.com/operational-demo/01880,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,policy newsletter,empirestateledger.example,English,True
2026-05-15,2026-05-15T17:16:00,Syracuse Policy Review,Manhattan families describe grocery and utility pressure as response grows,"Syracuse Policy Review notes that affordability / cost of living narratives in NYC are being repeated across community forum coverage, with Manhattan residents emphasizing response.",https://example.com/operational-demo/01524,affordability / cost of living,Manhattan; NYC,Manhattan; NYC,community forum,syracusepolicyreview.example,English,True
2026-05-15,2026-05-15T16:41:00,Syracuse Policy Review,Bronx community groups ask for clearer asylum support plans as questions grows,"Syracuse Policy Review notes that immigration / public safety narratives in NYC are being repeated across policy newsletter coverage, with Bronx residents emphasizing questions.",https://example.com/operational-demo/00546,immigration / public safety,Bronx; NYC,Bronx; NYC,policy newsletter,syracusepolicyreview.example,English,True
2026-05-15,2026-05-15T16:12:00,Empire State Ledger,Orange County families describe grocery and utility pressure as concern grows,"Empire State Ledger notes that affordability / cost of living narratives in Hudson Valley are being repeated across policy newsletter coverage, with Orange County residents emphasizing concern.",https://example.com/operational-demo/01041,affordability / cost of living,Orange County; Hudson Valley,Orange County; Hudson Valley,policy newsletter,empirestateledger.example,English,True
2026-05-15,2026-05-15T16:09:00,NY Civic Monitor,Rome local coverage questions whether government can deliver reliably as strain grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Central NY are being repeated across community forum coverage, with Rome residents emphasizing strain.",https://example.com/operational-demo/02195,corruption / competence / trust,Rome; Central NY,Rome; Central NY,community forum,nycivicmonitor.example,English,True
2026-05-15,2026-05-15T15:57:00,Hudson Valley Public Radio,Saratoga local officials debate affordability relief proposals as pressure grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Capital Region are being repeated across policy newsletter coverage, with Saratoga residents emphasizing pressure.",https://example.com/operational-demo/02522,affordability / cost of living,Saratoga; Capital Region,Saratoga; Capital Region,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-05-15,2026-05-15T15:56:00,Statehouse Watch,Rockland workers ask whether AI investment will produce durable jobs as attention grows,"Statehouse Watch notes that AI / tech jobs narratives in Hudson Valley are being repeated across policy newsletter coverage, with Rockland residents emphasizing attention.",https://example.com/operational-demo/02114,AI / tech jobs,Rockland; Hudson Valley,Rockland; Hudson Valley,policy newsletter,statehousewatch.example,English,True
2026-05-15,2026-05-15T15:53:00,Syracuse Policy Review,Hempstead residents ask for concrete cost-of-living plans as debate grows,"Syracuse Policy Review notes that affordability / cost of living narratives in Long Island are being repeated across social listening digest coverage, with Hempstead residents emphasizing debate.",https://example.com/operational-demo/00813,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,social listening digest,syracusepolicyreview.example,English,True
2026-05-15,2026-05-15T15:03:00,Rochester Herald,Huntington local officials debate affordability relief proposals as solution grows,"Rochester Herald notes that affordability / cost of living narratives in Long Island are being repeated across local news coverage, with Huntington residents emphasizing solution.",https://example.com/operational-demo/01287,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,local news,rochesterherald.example,English,True
2026-05-15,2026-05-15T13:49:00,NY Civic Monitor,Albany residents ask for concrete cost-of-living plans as strain grows,"NY Civic Monitor notes that affordability / cost of living narratives in Capital Region are being repeated across social listening digest coverage, with Albany residents emphasizing strain.",https://example.com/operational-demo/00455,affordability / cost of living,Albany; Capital Region,Albany; Capital Region,social listening digest,nycivicmonitor.example,English,True
2026-05-15,2026-05-15T13:25:00,Statehouse Watch,Utica reform groups frame trust as a campaign issue as concern grows,"Statehouse Watch notes that corruption / competence / trust narratives in Central NY are being repeated across community forum coverage, with Utica residents emphasizing concern.",https://example.com/operational-demo/01669,corruption / competence / trust,Utica; Central NY,Utica; Central NY,community forum,statehousewatch.example,English,True
2026-05-15,2026-05-15T13:22:00,Empire State Ledger,Buffalo commuters connect fare pressure to household budgets as debate grows,"Empire State Ledger notes that affordability / cost of living narratives in Western NY are being repeated across community forum coverage, with Buffalo residents emphasizing debate.",https://example.com/operational-demo/01625,affordability / cost of living,Buffalo; Western NY,Buffalo; Western NY,community forum,empirestateledger.example,English,True
2026-05-15,2026-05-15T13:21:00,Syracuse Policy Review,Staten Island regional employers highlight training needs around automation as concern grows,"Syracuse Policy Review notes that AI / tech jobs narratives in NYC are being repeated across TV transcript coverage, with Staten Island residents emphasizing concern.",https://example.com/operational-demo/00150,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,TV transcript,syracusepolicyreview.example,English,True
2026-05-15,2026-05-15T13:21:00,Statehouse Watch,Rockland local coverage questions whether government can deliver reliably as debate grows,"Statehouse Watch notes that corruption / competence / trust narratives in Hudson Valley are being repeated across TV transcript coverage, with Rockland residents emphasizing debate.",https://example.com/operational-demo/01363,corruption / competence / trust,Rockland; Hudson Valley,Rockland; Hudson Valley,TV transcript,statehousewatch.example,English,True
2026-05-15,2026-05-15T13:16:00,NY Civic Monitor,Westchester local coverage questions whether government can deliver reliably as progress grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Hudson Valley are being repeated across community forum coverage, with Westchester residents emphasizing progress.",https://example.com/operational-demo/01556,corruption / competence / trust,Westchester; Hudson Valley,Westchester; Hudson Valley,community forum,nycivicmonitor.example,English,True
